name,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,qpos_29,qpos_30,qpos_31,qpos_32,qpos_33,qpos_34,qpos_35,ctrl_0,ctrl_1,ctrl_2,ctrl_3,ctrl_4,ctrl_5,ctrl_6,ctrl_7,ctrl_8,ctrl_9,ctrl_10,ctrl_11,ctrl_12,ctrl_13,ctrl_14,ctrl_15,ctrl_16,ctrl_17,ctrl_18,ctrl_19,ctrl_20,ctrl_21,ctrl_22,ctrl_23,ctrl_24,ctrl_25,ctrl_26,ctrl_27,ctrl_28
gen_000000_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx-0.03_fy+0.00,-0.27953,2.4713548,0.506276,0.999109,0.0231067,0.0352015,0.00276353,-1.4344,-0.00336528,-0.0162938,1.60554,-0.241553,-0.0625365,-1.46558,-0.0038668,-0.0172297,1.64668,-0.251493,-0.0635849,-0.00125469,-0.0303717,-0.0922179,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.4344,-0.00336528,-0.0162938,1.60554,-0.241553,-0.0625365,-1.46558,-0.0038668,-0.0172297,1.64668,-0.251493,-0.0635849,-0.00125469,-0.0303717,-0.0922179,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000001_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx-0.02_fy+0.00,-0.278767,2.4713563,0.506274,0.999367,0.0230856,0.0269272,0.00261352,-1.42331,-0.003537,-0.0163523,1.5865,-0.217049,-0.0625272,-1.45464,-0.00404851,-0.0172809,1.62763,-0.226835,-0.0635742,-0.000832151,-0.0302993,-0.0756708,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.42331,-0.003537,-0.0163523,1.5865,-0.217049,-0.0625272,-1.45464,-0.00404851,-0.0172809,1.62763,-0.226835,-0.0635742,-0.000832151,-0.0302993,-0.0756708,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000002_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx-0.01_fy+0.00,-0.27801,2.471357,0.506283,0.999556,0.0230596,0.0187225,0.00246124,-1.41172,-0.00369002,-0.0164206,1.56671,-0.192444,-0.0625192,-1.4432,-0.00421102,-0.0173423,1.60785,-0.202095,-0.0635647,-0.000407612,-0.0302138,-0.0592672,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.41172,-0.00369002,-0.0164206,1.56671,-0.192444,-0.0625192,-1.4432,-0.00421102,-0.0173423,1.60785,-0.202095,-0.0635647,-0.000407612,-0.0302138,-0.0592672,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000003_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx+0.00_fy+0.00,-0.277257,2.4713572,0.506303,0.999676,0.0230305,0.0105762,0.00230483,-1.39961,-0.00382092,-0.0164945,1.54618,-0.167745,-0.0625116,-1.43122,-0.0043508,-0.0174099,1.58735,-0.177278,-0.0635556,2.25675e-05,-0.0301188,-0.0429836,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.39961,-0.00382092,-0.0164945,1.54618,-0.167745,-0.0625116,-1.43122,-0.0043508,-0.0174099,1.58735,-0.177278,-0.0635556,2.25675e-05,-0.0301188,-0.0429836,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000004_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx+0.01_fy+0.00,-0.276507,2.4713566,0.506333,0.99973,0.0229957,0.00247848,0.00214554,-1.38694,-0.00393233,-0.0165818,1.52492,-0.142955,-0.0625062,-1.41868,-0.00447072,-0.0174913,1.56611,-0.152389,-0.0635486,0.000455911,-0.0300084,-0.026799,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.38694,-0.00393233,-0.0165818,1.52492,-0.142955,-0.0625062,-1.41868,-0.00447072,-0.0174913,1.56611,-0.152389,-0.0635486,0.000455911,-0.0300084,-0.026799,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000005_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx+0.02_fy+0.00,-0.27576,2.4713551,0.506374,0.999719,0.0229541,-0.00557768,0.0019834,-1.37371,-0.00402429,-0.0166849,1.50291,-0.118072,-0.0625037,-1.40557,-0.00457087,-0.0175891,1.54414,-0.127427,-0.0635443,0.00089218,-0.0298807,-0.0106988,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.37371,-0.00402429,-0.0166849,1.50291,-0.118072,-0.0625037,-1.40557,-0.00457087,-0.0175891,1.54414,-0.127427,-0.0635443,0.00089218,-0.0298807,-0.0106988,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000006_tz+0.05_tx-0.03_ty-0.02_p-0.05_fx+0.03_fy+0.00,-0.275016,2.4713527,0.506424,0.999643,0.0229055,-0.0135996,0.00181809,-1.35989,-0.00409607,-0.016805,1.48015,-0.0930932,-0.0625044,-1.39187,-0.00465056,-0.0177044,1.52143,-0.102389,-0.0635431,0.00133179,-0.0297351,0.00533296,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.35989,-0.00409607,-0.016805,1.48015,-0.0930932,-0.0625044,-1.39187,-0.00465056,-0.0177044,1.52143,-0.102389,-0.0635431,0.00133179,-0.0297351,0.00533296,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000007_tz+0.05_tx-0.02_ty-0.02_p-0.05_fx-0.03_fy+0.00,-0.270299,2.4713525,0.506289,0.998779,0.0231219,0.043551,0.00291243,-1.44502,-0.00317712,-0.0162473,1.62385,-0.265954,-0.0625475,-1.47603,-0.00366817,-0.0171909,1.665,-0.276068,-0.0635971,-0.00167731,-0.0304288,-0.108921,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.44502,-0.00317712,-0.0162473,1.62385,-0.265954,-0.0625475,-1.47603,-0.00366817,-0.0171909,1.665,-0.276068,-0.0635971,-0.00167731,-0.0304288,-0.108921,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000008_tz+0.05_tx-0.02_ty-0.02_p-0.05_fx-0.02_fy+0.00,-0.26953,2.4713548,0.506276,0.999109,0.0231068,0.0352017,0.00276355,-1.4344,-0.0033653,-0.0162936,1.60554,-0.241553,-0.0625364,-1.46558,-0.00386682,-0.0172296,1.64668,-0.251493,-0.0635848,-0.00125473,-0.0303718,-0.0922183,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.4344,-0.0033653,-0.0162936,1.60554,-0.241553,-0.0625364,-1.46558,-0.00386682,-0.0172296,1.64668,-0.251493,-0.0635848,-0.00125473,-0.0303718,-0.0922183,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
gen_000009_tz+0.05_tx-0.02_ty-0.02_p-0.05_fx-0.01_fy+0.00,-0.268767,2.4713563,0.506274,0.999367,0.0230856,0.0269274,0.00261354,-1.42331,-0.00353702,-0.0163522,1.5865,-0.217049,-0.0625271,-1.45464,-0.00404853,-0.0172808,1.62763,-0.226835,-0.0635742,-0.000832192,-0.0302994,-0.0756712,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0,-1.42331,-0.00353702,-0.0163522,1.5865,-0.217049,-0.0625271,-1.45464,-0.00404853,-0.0172808,1.62763,-0.226835,-0.0635742,-0.000832192,-0.0302994,-0.0756712,0.2,0.2,0,1.28,0,0,0,0.2,-0.2,0,1.28,0,0,0
